,Unnamed: 0,Unnamed: 0.1,date,location,text
3507,3559,3559,07 07 2020 03 32,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
3514,3566,3566,07 07 2020 03 30,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
3516,3568,3568,07 07 2020 03 30,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
3519,3571,3571,07 07 2020 03 29,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
3520,3572,3572,07 07 2020 03 29,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
3526,3578,3578,07 07 2020 03 27,hyderabad india,rt telangana covid update new cases 1 879 ghmc cases 1 422 rr dist 176 deaths today 7 total deaths 313 di
3530,3582,3582,07 07 2020 03 27,hyderabad india,rt telangana chief secretary health secretary called today briefed covid situation
3533,3585,3585,07 07 2020 03 26,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
3538,3590,3590,07 07 2020 03 25,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
3561,3613,3613,07 07 2020 03 21,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
3566,3618,3618,07 07 2020 03 20,hyderabad india,rt thnews 94 yr old woman hyderabad tested positive coronavirus discharged gandhi hosp yesterday per
3572,3624,3624,07 07 2020 03 18,hyderabad india,rt yes tims wait covid wait demolishing secretariat overnight priority whereiskcr
3577,3629,3629,07 07 2020 03 16,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
3595,3647,3647,07 07 2020 03 07,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
3601,3653,3653,07 07 2020 03 06,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
3610,3662,3662,07 07 2020 03 03,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
3636,3688,3688,07 07 2020 02 46,hyderabad india,availability beds covid patients gandhi 1150 vacant total bed vacant govt hospitals 1
3641,3693,3693,07 07 2020 02 44,hyderabad india,rt availability beds covid patients gandhi 1150 vacant total bed vacant govt hospitals 1 isolat
3666,3718,3718,07 07 2020 02 24,hyderabad india,rt one political party started drama company telanganacovidtruth telanganacovidfailure playing games keeping
3678,3730,3730,07 07 2020 02 10,hyderabad india,rt discussed covid situation telangana chief secretary shri somesh kumar amp principal secretary health
3692,3744,3744,07 07 2020 02 00,hyderabad india,rt auctioning paintings donated rs 9 crore towards covid 19 relief sadhguru ishafo
3693,3745,3745,07 07 2020 02 00,hyderabad india,rt mannan sadhguru contributes rs 9 crore towards covid relief second painting auctioned rs 5 1 crore
3694,3746,3746,07 07 2020 02 00,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
3700,3752,3752,07 07 2020 01 58,hyderabad india,rt md shamim 3rd generation grave digger cut cake celebrate 39th birthday ito kabristan shamim buried 429 co
3730,3782,3782,07 07 2020 01 35,hyderabad india,rt mannan sadhguru contributes rs 9 crore towards covid relief second painting auctioned rs 5 1 crore
3742,3794,3794,07 07 2020 01 20,hyderabad india,rt cap private hospitals treating covid patients dr sultana charged rs 1 15 lakh high cour
3754,3806,3806,07 07 2020 01 03,hyderabad india,rt enough brainwashing people telangana designated hon bl minister well aware epidemic
3755,3807,3807,07 07 2020 01 03,hyderabad india,im ajay rajender good morning sir waiting vaastu seems
3792,3844,3844,07 07 2020 00 03,hyderabad india,rt today indian muslims face dual threat covid amp islamophobia anti muslim racism feature modi govt whos
3795,3847,0,06 07 2020 23 57,hyderabad india,rt auctioning paintings donated rs 9 crore towards covid 19 relief sadhguru ishafo
3799,3851,5,06 07 2020 23 36,hyderabad india,rt another day high covid positive cases telangana 25k 1831 positive today total 25733 today 11 lives
3810,3862,17,06 07 2020 23 00,hyderabad india,rt another day high covid positive cases telangana 25k 1831 positive today total 25733 today 11 lives
3813,3865,20,06 07 2020 22 51,hyderabad india,rt icymi announcing latest tool ongoing effort prioritize informed consent location data sharing https
3819,3871,29,06 07 2020 22 11,hyderabad india,rt telangana pradesh congress committee minority cell x chairman mohammed sirajuddin succumbed covid sunday di
3828,3880,38,06 07 2020 21 37,hyderabad india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
3834,3886,44,06 07 2020 21 22,hyderabad gurugram india,rt please help get home permanent resident india stranded uk please read statement oci vandebhara
3850,3902,60,06 07 2020 20 51,hyderabad india,rt post covid world iot going play important role
3851,3903,61,06 07 2020 20 50,hyderabad india,rt watch seven police personnel working commissionarate limits resume work battling co
3884,3936,94,06 07 2020 20 12,hyderabad india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
3886,3938,96,06 07 2020 20 10,hyderabad india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
3887,3939,97,06 07 2020 20 09,hyderabad india,rt good see governor take lead state running headless covid rampant request providing
3897,3949,107,06 07 2020 19 59,hyderabad india,rt india takes russia third worst hit nation covid 19 tally communitytransmission yet th
3901,3953,111,06 07 2020 19 55,hyderabad india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
3923,3975,133,06 07 2020 19 35,hyderabad india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
3980,4032,190,06 07 2020 19 03,hyderabad india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
3992,4044,202,06 07 2020 18 56,hyderabad india,rt justin 2078 highest patients discharged 1831 new covid cases 11 dead bulletin includes bed
3993,4045,203,06 07 2020 18 56,hyderabad india,rt called chief secretary amp principal secretary health telangana state discuss regarding covid situation prevailing ac
3998,4050,208,06 07 2020 18 56,hyderabad india,rt justin 2078 highest patients discharged 1831 new covid cases 11 dead bulletin includes bed
4000,4052,210,06 07 2020 18 55,hyderabad india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
4008,4060,218,06 07 2020 18 50,hyderabad india,rt watch seven police personnel working commissionarate limits resume work battling co
4016,4068,226,06 07 2020 18 47,hyderabad india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
4034,4086,244,06 07 2020 18 41,hyderabad india,rt another day high covid positive cases telangana 25k 1831 positive today total 25733 today 11 lives
4042,4094,252,06 07 2020 18 39,hyderabad india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
4044,4096,254,06 07 2020 18 39,hyderabad india,rt jaipur walled city becomes role model covid19 prevention 45 active cases walled city 3 cases
4050,4102,260,06 07 2020 18 37,hyderabad india,rt fadnavis thane interacting media visits covid hospitals amp quarantine centres coronainmaharashtra
4060,4112,270,06 07 2020 18 32,hyderabad india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
4061,4113,271,06 07 2020 18 31,hyderabad india,rt 2006 shanawaz resident mumbai sold suv help covid19pandemic patients covid covid19vic
4070,4122,280,06 07 2020 18 28,hyderabad india,rt tigress enjoying time inside enclosure mysuru zoo ran empty due covid scare monday
4072,4124,282,06 07 2020 18 27,hyderabad india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
4078,4130,288,06 07 2020 18 25,hyderabad india,rt today dr donated plasma sewa hee darma hai dr proved today btw recovered fully
4086,4138,296,06 07 2020 18 21,hyderabad india,rt kids attend camp summer covid social com grmm social stock smallcap stocktowatch privacy internets
4087,4139,297,06 07 2020 18 20,hyderabad india,rt superhit vvvinayak video message doctor covid
4093,4145,303,06 07 2020 18 18,hyderabad india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
4097,4149,307,06 07 2020 18 17,hyderabad india,rt auction sadhguru painting honoring bhairava bull ishayogacenter passed recently closed inr 5
4103,4155,313,06 07 2020 18 15,hyderabad india,rt india takes russia third worst hit nation covid 19 tally communitytransmission yet th
4108,4160,318,06 07 2020 18 14,hyderabad india,rt kejriwal spends time briefing media actually working ground drama refuses end covid
4113,4165,323,06 07 2020 18 14,hyderabad india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
4126,4178,336,06 07 2020 18 10,hyderabad india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
4131,4183,341,06 07 2020 18 07,hyderabad india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
4132,4184,342,06 07 2020 18 07,hyderabad india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
4176,4228,386,06 07 2020 17 58,hyderabad india,rt afwa mukkam area committee donated smartphones needy people online classes going covid 19 pan
4178,4230,388,06 07 2020 17 58,hyderabad india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
4185,4237,395,06 07 2020 17 55,hyderabad india,rt due ongoing covid situation extreme scarcity blood especially kids suffering cancer
4189,4241,399,06 07 2020 17 54,hyderabad india saudi arabia,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
4192,4244,402,06 07 2020 17 53,hyderabad india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
4195,4247,405,06 07 2020 17 53,hyderabad india,another day high covid positive cases telangana 25k 1831 positive today total 25733 today 11
4196,4248,406,06 07 2020 17 53,hyderabad india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4198,4250,408,06 07 2020 17 53,hyderabad india,another day high covid positive cases telangana 25k 1831 positive today total 25733 today 11
4200,4252,410,06 07 2020 17 52,hyderabad india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
4206,4258,416,06 07 2020 17 50,hyderabad india,rt watch seven police personnel working commissionarate limits resume work battling co
4209,4261,419,06 07 2020 17 49,hyderabad india,rt great effort provide much needed relief many infoscions families get home proudinfoscion coming tog
4215,4267,425,06 07 2020 17 48,hyderabad india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
4218,4270,428,06 07 2020 17 47,hyderabad india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
4220,4272,430,06 07 2020 17 46,hyderabad india,rt another day high covid positive cases telangana 25k 1831 positive today total 25733 today 11 live
4224,4276,434,06 07 2020 17 46,hyderabad india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
4225,4277,435,06 07 2020 17 46,hyderabad india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
4239,4291,449,06 07 2020 17 44,hyderabad india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
4262,4314,472,06 07 2020 17 37,hyderabad india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
4267,4319,477,06 07 2020 17 36,hyderabad india,rt due ongoing covid situation extreme scarcity blood especially kids suffering cancer
4273,4325,483,06 07 2020 17 35,hyderabad india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
4284,4336,494,06 07 2020 17 32,hyderabad india,rt justin 2078 highest patients discharged 1831 new covid cases 11 dead bulletin includes bed
4291,4343,501,06 07 2020 17 31,hyderabad india,rt justin 2078 highest patients discharged 1831 new covid cases 11 dead bulletin includes bed
4292,4344,502,06 07 2020 17 31,hyderabad india,rt justin medical bulletin telangana 1831 new covid cases 11 dead 2078 discharged note bulletin includes bed capaci
4293,4345,503,06 07 2020 17 31,hyderabad india,rt another day high covid positive cases telangana 25k 1831 positive today total 25733 today 11 live
4296,4348,506,06 07 2020 17 31,hyderabad india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
4297,4349,507,06 07 2020 17 31,hyderabad india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
4298,4350,508,06 07 2020 17 31,hyderabad telangana india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
4301,4353,511,06 07 2020 17 30,hyderabad india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
4306,4358,516,06 07 2020 17 28,hyderabad india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
4307,4359,517,06 07 2020 17 28,hyderabad india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
4312,4364,522,06 07 2020 17 27,hyderabad india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
4317,4369,527,06 07 2020 17 27,hyderabad india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
4318,4370,528,06 07 2020 17 26,hyderabad india,1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospi
4323,4375,533,06 07 2020 17 24,hyderabad india,rt called chief secretary amp principal secretary health telangana state discuss regarding covid situation prevailing ac
4338,4390,548,06 07 2020 17 21,hyderabad india,rt six sanitation workers living without food water veranda auditorium tekkali srikakula
4370,4422,580,06 07 2020 17 13,hyderabad india,maybe stay quiet like covid crisis
4374,4426,584,06 07 2020 17 11,hyderabad india,rt another day high covid positive cases telangana 25k 1831 positive today total 25733 today 11 live
4381,4433,591,06 07 2020 17 09,hyderabad india,positive vibe 2078 highest patients discharged 1831 new covid cases 11 families missed th
4443,4495,653,06 07 2020 16 57,hyderabad india,rt due ongoing covid situation extreme scarcity blood especially kids suffering cancer
4446,4498,656,06 07 2020 16 56,hyderabad india,coronavirus covid 19 worldwide cases 11 550 000 deaths 536 700 recoveries 6 530 000
4494,4546,704,06 07 2020 16 47,hyderabad india,rt yet another shocking video andhra district authorities showed rudeness covid 19 dea
4495,4547,705,06 07 2020 16 47,gachibowli hyderabad india,rt called chief secretary amp principal secretary health telangana state discuss regarding covid situation prevailing ac
4501,4553,711,06 07 2020 16 47,hyderabad india,rt kejriwal spends time briefing media actually working ground drama refuses end covid
4502,4554,712,06 07 2020 16 46,hyderabad india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4543,4595,753,06 07 2020 16 38,vijayawada hyderabad india,rt auctioning paintings donated rs 9 crore towards covid 19 relief sadhguru ishafo
4545,4597,755,06 07 2020 16 37,hyderabad india,rt due ongoing covid situation extreme scarcity blood especially kids suffering cancer
4554,4606,764,06 07 2020 16 35,hyderabad india,rt another day high covid positive cases telangana 25k 1831 positive today total 25733 today 11 live
4562,4614,772,06 07 2020 16 34,hyderabad india,rt called chief secretary amp principal secretary health telangana state discuss regarding covid situation prevailing ac
4570,4622,780,06 07 2020 16 31,hyderabad india,rt watch seven police personnel working commissionarate limits resume work battling co
4580,4632,790,06 07 2020 16 29,hyderabad india,rt another day high covid positive cases telangana 25k 1831 positive today total 25733 today 11 live
4583,4635,793,06 07 2020 16 29,hyderabad india,scaring suryapet district total 14 samples collected 6th july 2020 7 sample
4585,4637,795,06 07 2020 16 29,hyderabad india,rt india takes russia third worst hit nation covid 19 tally communitytransmission yet th
4587,4639,797,06 07 2020 16 28,hyderabad india,rt another day high covid positive cases telangana 25k 1831 positive today total 25733 today 11 live
4594,4646,804,06 07 2020 16 27,hyderabad india,another day high covid positive cases telangana 25k 1831 positive today total 25733 today 11
4604,4656,814,06 07 2020 16 26,hyderabad india,rt justin 2078 highest patients discharged 1831 new covid cases 11 dead bulletin includes bed
4605,4657,815,06 07 2020 16 25,hyderabad chevella india,rt lead protest telangana govt exorbitant powerbills amangal rangareddy dist veldhand
4614,4666,824,06 07 2020 16 23,hyderabad india,rt 1 n sms goes number given person seeking covid test give wrong number someone
4615,4667,825,06 07 2020 16 23,hyderabad india,rt met 20 yr olds living alone city struggling survive job loss savings run desperate avoid returnin
4621,4673,831,06 07 2020 16 22,hyderabad india,rt six sanitation workers living without food water veranda auditorium tekkali srikakulam
4632,4684,842,06 07 2020 16 21,hyderabad india,rt mondaymotivation helping kids early healthy relationship onlinesafety amp internet esp much
4658,4710,868,06 07 2020 16 14,hyderabad india,rt medianext webinar media students amp teachers covered india work covid 19 cyclone amphan chang
4659,4711,869,06 07 2020 16 14,hyderabad india,rt six sanitation workers living without food water veranda auditorium tekkali srikakulam
4674,4726,884,06 07 2020 16 11,hyderabad india,rt due ongoing covid situation extreme scarcity blood especially kids suffering cancer
4677,4729,887,06 07 2020 16 11,hyderabad india,justin 2078 highest patients discharged 1831 new covid cases 11 dead bulletin includes
4688,4740,898,06 07 2020 16 10,hyderabad india,rt justin 2078 highest patients discharged 1831 new covid cases 11 dead bulletin includes bed
4692,4744,902,06 07 2020 16 09,hyderabad india,folks please follow highly qualified doc listen knows stuff covid corona
4699,4751,909,06 07 2020 16 08,hyderabad india,india india putting students risk corona exposure
4712,4764,922,06 07 2020 16 05,hyderabad india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4716,4768,926,06 07 2020 16 04,hyderabad india,justin 2078 highest patients discharged 1831 new covid cases 11 dead bulletin includes
4722,4774,932,06 07 2020 16 02,hyderabad india,rt called chief secretary amp principal secretary health telangana state discuss regarding covid situation prevailing ac
4733,4785,943,06 07 2020 16 00,hyderabad india,rt watch seven police personnel working commissionarate limits resume work battling co
4750,4802,960,06 07 2020 15 58,hyderabad india,rt yet another shocking video andhra district authorities showed rudeness covid 19 dea
4796,4848,1006,06 07 2020 15 51,hyderabad india,six sanitation workers living without food water veranda auditorium tekkali srikak
4799,4851,1009,06 07 2020 15 51,hyderabad india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4806,4858,1016,06 07 2020 15 49,hyderabad india,rt lead protest telangana govt exorbitant powerbills metpally jagtial dist korutla assemb
4850,4902,1060,06 07 2020 15 41,hyderabad india,rt lead protest telangana govt exorbitant powerbills amangal rangareddy dist veldhand
4858,4910,1068,06 07 2020 15 41,hyderabad india,rt lead protest telangana govt exorbitant powerbills amangal rangareddy dist veldhand
4865,4917,1075,06 07 2020 15 40,hyderabad india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4879,4931,1089,06 07 2020 15 37,hyderabad india,rt called chief secretary amp principal secretary health telangana state discuss regarding covid situation prevailing ac
4889,4941,1099,06 07 2020 15 35,hyderabad india,rt auctioning paintings donated rs 9 crore towards covid 19 relief sadhguru ishafo
4952,5004,1162,06 07 2020 15 25,hyderabad india,watch body covid patient dumped pit using jcb tirupati andhra pradesh 3rd
4972,5024,1182,06 07 2020 15 22,hyderabad india,rt due ongoing covid situation extreme scarcity blood especially kids suffering cancer
5050,5102,1260,06 07 2020 15 11,hyderabad india,rt due ongoing covid situation extreme scarcity blood especially kids suffering cancer
5051,5103,1261,06 07 2020 15 11,hyderabad india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
5072,5124,1282,06 07 2020 15 09,hyderabad india,rt everything goes like textbook plan talking 6 8 months vaccine covid 19
5075,5127,1285,06 07 2020 15 08,hyderabad india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
5091,5143,1301,06 07 2020 15 06,hyderabad india,politics happen people b nation person sure make mistakes oli ji di
5092,5144,1302,06 07 2020 15 06,hyderabad india dallas,rt delhi showing improvment number new cases coming since hm intervened let say since centra
5108,5160,1318,06 07 2020 15 04,hyderabad india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
5119,5171,1329,06 07 2020 15 02,hyderabad india,rt due ongoing covid situation extreme scarcity blood especially kids suffering cancer
5142,5194,1352,06 07 2020 15 00,hyderabad india,rt auctioning paintings donated rs 9 crore towards covid 19 relief sadhguru ishafo
5161,5213,1371,06 07 2020 14 58,hyderabad india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
5180,5232,1390,06 07 2020 14 56,hyderabad india,rt due ongoing covid situation extreme scarcity blood especially kids suffering cancer
5202,5254,1412,06 07 2020 14 54,hyderabad india,rt due ongoing covid situation extreme scarcity blood especially kids suffering cancer
5204,5256,1414,06 07 2020 14 54,hyderabad india,rt due ongoing covid situation extreme scarcity blood especially kids suffering cancer
5206,5258,1416,06 07 2020 14 54,hyderabad india,rt due ongoing covid situation extreme scarcity blood especially kids suffering cancer
5239,5291,1449,06 07 2020 14 51,hyderabad india,rt due ongoing covid situation extreme scarcity blood especially kids suffering cancer
5245,5297,1455,06 07 2020 14 51,hyderabad india,rt creating safe workplace customers staff critical restarting uk economy c
5254,5306,1464,06 07 2020 14 50,hyderabad india,bhai u got totally recovered covid
5264,5316,1474,06 07 2020 14 50,hyderabad india,rt auctioning paintings donated rs 9 crore towards covid 19 relief sadhguru ishafo
5272,5324,1482,06 07 2020 14 49,hyderabad india,rt today dr donated plasma sewa hee darma hai dr proved today btw recovered fully
5274,5326,1484,06 07 2020 14 49,hyderabad india,rt sunday times reported frozen sample covid like virus ratg13 sent wuhan lab 2013 virus 96 2
5334,5386,1544,06 07 2020 14 44,hyderabad india,rt 1 n sms goes number given person seeking covid test give wrong number someone
5370,5422,1580,06 07 2020 14 39,hyderabad india,rt lead protest telangana govt exorbitant powerbills amangal rangareddy dist veldhand
5376,5428,1586,06 07 2020 14 38,india hyderabad,rt auction sadhguru painting honoring bhairava bull ishayogacenter passed recently closed inr 5
5377,5429,1587,06 07 2020 14 38,hyderabad india,two things similar tmc amp trs govt 1 fudging covid numbers 2 minority appeasement
5437,5489,1647,06 07 2020 14 20,hyderabad india,rt aiims statement journo tarun sisodiya jumped 4th floor today succumbed fall undergoin
5473,5525,1683,06 07 2020 14 12,hyderabad india,rt lead protest telangana govt exorbitant powerbills amangal rangareddy dist veldhand
5493,5545,1703,06 07 2020 14 07,hyderabad india,rt 1 n sms goes number given person seeking covid test give wrong number someone
5511,5563,1721,06 07 2020 14 03,hyderabad india,rt 1 n sms goes number given person seeking covid test give wrong number someone
5536,5588,1746,06 07 2020 13 56,hyderabad india,rt tigress enjoying time inside enclosure mysuru zoo ran empty due covid scare monday
5543,5595,1753,06 07 2020 13 56,hyderabad india,rt watch seven police personnel working commissionarate limits resume work battling co
5555,5607,1765,06 07 2020 13 54,hyderabad india,rt rudeness covid 19 dead body tirupati chittoor district jcb excavator takes covid dead body burial
5562,5614,1772,06 07 2020 13 52,hyderabad india,rt yet another shocking video andhra district authorities showed rudeness covid 19 dea
5579,5631,1789,06 07 2020 13 49,hyderabad india,rt called chief secretary amp principal secretary health telangana state discuss regarding covid situation prevailing ac
5589,5641,1799,06 07 2020 13 46,hyderabad india,rt yet another shocking video andhra district authorities showed rudeness covid 19 dea
5608,5660,1818,06 07 2020 13 42,hyderabad india,rt superhit vvvinayak video message doctor covid
5622,5674,1832,06 07 2020 13 36,hyderabad india,rt worrying news akhilgogoi prison since 200 days shown covid symptoms given proper health c
5652,5704,1862,06 07 2020 13 28,hyderabad india,rt 3827 new covid cases reported tamilnadu 1747 new covid 19 cases reported chennai today
5675,5727,1885,06 07 2020 13 24,hyderabad india,rt called chief secretary amp principal secretary health telangana state discuss regarding covid situation prevailing ac
5702,5754,1912,06 07 2020 13 18,hyderabad india,rt good see governor take lead state running headless covid rampant request providing
5709,5761,1919,06 07 2020 13 16,hyderabad india,rt called chief secretary amp principal secretary health telangana state discuss regarding covid situation prevailing ac
5730,5782,1940,06 07 2020 13 13,hyderabad india,good see governor take lead state running headless covid rampant request prov
5736,5788,1946,06 07 2020 13 13,hyderabad telangana india,rt yet another shocking video andhra district authorities showed rudeness covid 19 dea
5753,5805,1963,06 07 2020 13 10,hyderabad india,rt auction sadhguru painting honoring bhairava bull ishayogacenter passed recently closed inr 5
5764,5816,1974,06 07 2020 13 07,hyderabad india,rt afwa mukkam area committee donated smartphones needy people online classes going covid 19 pan
5768,5820,1978,06 07 2020 13 06,hyderabad india,yet respect dead incident reported tirupathi chittoor covid patients succumbs virus
5822,5874,2032,06 07 2020 12 55,hyderabad india,correction rishika killed irresponsibility lack facilities
5834,5886,2044,06 07 2020 12 53,hyderabad india,rt health workers employed kasturba hospital college nursing paid salaries last 3 months
5852,5904,2062,06 07 2020 12 50,hyderabad india,rt auction sadhguru painting honoring bhairava bull ishayogacenter passed recently closed inr 5
5856,5908,2066,06 07 2020 12 49,hyderabad india,rt lead protest telangana govt exorbitant powerbills amangal rangareddy dist veldhand
5871,5923,2081,06 07 2020 12 47,hyderabad india,rt called chief secretary amp principal secretary health telangana state discuss regarding covid situation prevailing ac
5878,5930,2088,06 07 2020 12 45,gadwal hyderabad india,rt called chief secretary amp principal secretary health telangana state discuss regarding covid situation prevailing ac
5930,5982,2140,06 07 2020 12 34,hyderabad india,rt met 20 yr olds living alone city struggling survive job loss savings run desperate avoid returnin
5969,6021,2179,06 07 2020 12 26,hyderabad india,rt yet another shocking video andhra district authorities showed rudeness covid 19 dea
5984,6036,2194,06 07 2020 12 23,hyderabad india,rt another 165 bed first level treatment centre fltc ready ernakulam situated cial convention centre asymptom
5997,6049,2207,06 07 2020 12 20,hyderabad india,rt telangana pradesh congress committee minority cell x chairman mohammed sirajuddin succumbed covid sunday di
5999,6051,2209,06 07 2020 12 20,hyderabad india,rt tigress enjoying time inside enclosure mysuru zoo ran empty due covid scare monday
6002,6054,2212,06 07 2020 12 19,hyderabad india,rt tnie medical staff conducting covid 19 tests police personnel came late test due duties imasqb
6030,6082,2240,06 07 2020 12 12,hyderabad india,rt called chief secretary amp principal secretary health telangana state discuss regarding covid situation prevailing ac
6033,6085,2243,06 07 2020 12 12,hyderabad india,rt watch seven police personnel working commissionarate limits resume work battling co
6046,6098,2256,06 07 2020 12 07,hyderabad telangana india,rt watch seven police personnel working commissionarate limits resume work battling co
6067,6119,2277,06 07 2020 12 02,hyderabad india,rt yet another shocking video andhra district authorities showed rudeness covid 19 dea
6073,6125,2283,06 07 2020 12 01,hyderabad india,rt andhrapradesh crossed 1m mark covid19 testing amp stands among states w positivity rate 1 84
6076,6128,2286,06 07 2020 12 00,hyderabad india,rt called chief secretary amp principal secretary health telangana state discuss regarding covid situation prevailing ac
6083,6135,2293,06 07 2020 11 57,hyderabad india,rt called chief secretary amp principal secretary health telangana state discuss regarding covid situation prevailing ac
6084,6136,2294,06 07 2020 11 56,hyderabad india,rt yet respect dead incident reported tirupathi chittoor covid patients succumbs virus
6106,6158,2316,06 07 2020 11 50,hyderabad india,rt watch seven police personnel working commissionarate limits resume work battling co
6116,6168,2326,06 07 2020 11 47,hyderabad india,rt lead protest telangana govt exorbitant powerbills amangal rangareddy dist veldhand
6117,6169,2327,06 07 2020 11 46,hyderabad india,rt auction sadhguru painting honoring bhairava bull ishayogacenter passed recently closed inr 5
6122,6174,2332,06 07 2020 11 46,hyderabad india,rt called chief secretary amp principal secretary health telangana state discuss regarding covid situation prevailing ac
6172,6224,2382,06 07 2020 11 30,hyderabad india,rt yet respect dead incident reported tirupathi chittoor covid patients succumbs virus
6179,6231,2389,06 07 2020 11 29,hyderabad india,yet respect dead incident reported tirupathi chittoor covid patients succumbs virus
6181,6233,2391,06 07 2020 11 28,hyderabad india,rt warrior recovered covid hero donating plasma contains antibodies
6196,6248,2406,06 07 2020 11 25,hyderabad india,rt yet another shocking video andhra district authorities showed rudeness covid 19 dea
6198,6250,2408,06 07 2020 11 25,hyderabad india,rt yet another shocking video andhra district authorities showed rudeness covid 19 dea
6202,6254,2412,06 07 2020 11 24,hyderabad india,rt called chief secretary amp principal secretary health telangana state discuss regarding covid situation prevailing ac
6217,6269,2427,06 07 2020 11 22,hyderabad india,rt following link case contradictory test results professional hyderabad arogya
6219,6271,2429,06 07 2020 11 21,hyderabad india,rt watch seven police personnel working commissionarate limits resume work battling co
